Joint Index,Joint Torque
-3.11283,24.3028,-1.12638,7.87826,-1.13891,1.33596,-0.231104,
-2.37609,33.7796,-0.935318,10.9155,-0.943431,1.90651,0.103465,
-2.00772,38.518,-0.839786,12.4341,-0.845694,2.19179,0.270749,
-1.78669,41.361,-0.782467,13.3453,-0.787051,2.36295,0.37112,
-1.63935,43.2563,-0.744255,13.9527,-0.747956,2.47706,0.438033,
-1.5341,44.6102,-0.71696,14.3866,-0.720031,2.55857,0.485829,
-1.45516,45.6255,-0.696489,14.712,-0.699088,2.6197,0.521675,
-1.39377,46.4153,-0.680567,14.9651,-0.682798,2.66724,0.549556,
-1.34465,47.047,-0.66783,15.1676,-0.669766,2.70528,0.571861,
-1.11983,47.278,-0.481543,15.3333,-0.519162,2.7364,0.511498,
-0.932474,47.4704,-0.326304,15.4713,-0.393658,2.76234,0.461196,
-0.773944,47.6332,-0.194949,15.5882,-0.287463,2.78428,0.418632,
-0.638062,47.7728,-0.082358,15.6883,-0.196438,2.80309,0.382149,
-0.520297,47.8937,0.0152207,15.7751,-0.11755,2.81939,0.350531,
-0.417253,47.9996,0.100602,15.851,-0.0485231,2.83365,0.322864,
-0.326332,48.093,0.175938,15.918,0.0123831,2.84624,0.298453,
-0.245513,48.176,0.242904,15.9775,0.066522,2.85743,0.276754,
-0.173201,48.2502,0.302821,16.0308,0.114962,2.86744,0.257339,
-0.108121,48.3171,0.356746,16.0788,0.158558,2.87645,0.239866,
-0.0492385,48.3776,0.405535,16.1222,0.198002,2.8846,0.224056,
0.00429093,48.4325,0.449889,16.1616,0.23386,2.89201,0.209684,
-0.0039729,48.4827,0.440544,16.2815,0.180549,2.92189,0.196562,
-0.0115481,48.5288,0.431977,16.3914,0.13168,2.94929,0.184533,
-0.0185173,48.5711,0.424096,16.4926,0.086721,2.97449,0.173467,
-0.0249503,48.6102,0.41682,16.5859,0.0452202,2.99776,0.163251,
-0.0309069,48.6463,0.410084,16.6723,0.00679356,3.0193,0.153793,
-0.036438,48.6799,0.403829,16.7526,-0.0288883,3.0393,0.14501,
-0.0415876,48.7112,0.398006,16.8273,-0.0621094,3.05793,0.136833,
-0.0463939,48.7404,0.39257,16.8971,-0.0931158,3.07531,0.129201,
-0.0508902,48.7677,0.387485,16.9623,-0.122122,3.09157,0.122061,
-0.0551054,48.7933,0.382718,17.0235,-0.149315,3.10681,0.115368,
-0.0590651,48.8174,0.37824,17.0809,-0.17486,3.12113,0.10908,
-0.062792,48.912,0.327665,17.0782,-0.220462,3.11897,0.118604,
-0.0663058,49.0012,0.279979,17.0757,-0.263458,3.11693,0.127583,
-0.0696245,49.0854,0.234943,17.0733,-0.304066,3.11501,0.136064,
-0.0727638,49.1651,0.192341,17.0711,-0.342478,3.11318,0.144086,
-0.0757378,49.2406,0.151982,17.0689,-0.378869,3.11146,0.151686,
-0.0785593,49.3123,0.113692,17.0669,-0.413394,3.10982,0.158896,
-0.0812398,49.3803,0.0773162,17.065,-0.446192,3.10827,0.165746,
-0.0837895,49.445,0.0427151,17.0632,-0.477391,3.10679,0.172262,
-0.0862177,49.5067,0.00976172,17.0614,-0.507103,3.10538,0.178467,
-0.0885331,49.5654,-0.0216589,17.0598,-0.535434,3.10403,0.184384,
-0.0907432,49.6215,-0.0516514,17.0582,-0.562477,3.10275,0.190031,
-0.0503763,49.6208,-0.0373217,17.0567,-0.536192,3.10153,0.176898,
-0.0117645,49.62,-0.023615,17.0552,-0.511049,3.10035,0.164336,
0.0252042,49.6193,-0.0104915,17.0538,-0.486977,3.09923,0.152308,
0.0606326,49.6187,0.00208508,17.0525,-0.463907,3.09816,0.140782,
0.0946149,49.618,0.0141484,17.0512,-0.441779,3.09713,0.129726,
0.127238,49.6174,0.0257291,17.05,-0.420536,3.09614,0.119112,
0.158582,49.6168,0.0368557,17.0488,-0.400126,3.09518,0.108915,
0.18872,49.6162,0.0475544,17.0477,-0.380501,3.09427,0.0991093,
0.217721,49.6157,0.0578494,17.0466,-0.361617,3.09339,0.089674,
0.245647,49.6152,0.067763,17.0455,-0.343432,3.09254,0.0805882,
0.272559,49.6147,0.0773162,17.0445,-0.325908,3.09172,0.0774478,
0.264374,49.6371,0.0929253,17.064,-0.344353,3.1034,0.0744197,
0.256477,49.6587,0.107987,17.0827,-0.362151,3.11467,0.0714978,
0.248852,49.6795,0.122529,17.1009,-0.379335,3.12554,0.0686766,
0.241485,49.6997,0.136578,17.1184,-0.395936,3.13605,0.0659511,
0.234364,49.7192,0.150159,17.1353,-0.411984,3.14621,0.0633164,
0.227476,49.738,0.163295,17.1516,-0.427506,3.15604,0.0607681,
0.220811,49.7563,0.176006,17.1675,-0.442527,3.16554,0.058302,
0.214357,49.7739,0.188315,17.1828,-0.457071,3.17475,0.0559142,
0.208105,49.791,0.200238,17.1977,-0.471161,3.18367,0.0536011,
0.202045,49.8076,0.211795,17.212,-0.484817,3.19231,0.0513591,
0.20522,49.8519,0.193691,17.2087,-0.485842,3.1871,0.0571398,
0.2083,49.8949,0.176127,17.2054,-0.486837,3.18204,0.0627479,
0.21129,49.9367,0.15908,17.2022,-0.487802,3.17713,0.0681911,
0.214192,49.9772,0.142527,17.1992,-0.48874,3.17237,0.0734766,
0.217012,50.0166,0.126447,17.1962,-0.48965,3.16773,0.078611,
0.219753,50.0548,0.110819,17.1933,-0.490535,3.16323,0.0836008,
0.222417,50.092,0.0956264,17.1905,-0.491396,3.15886,0.088452,
0.225008,50.1282,0.0808495,17.1877,-0.492232,3.1546,0.0931702,
0.227529,50.1634,0.066472,17.185,-0.493047,3.15046,0.097761,
0.239541,50.1635,0.0887799,17.1824,-0.473314,3.14643,0.0952291,
0.251237,50.1636,0.110501,17.1799,-0.454101,3.14251,0.0927639,
0.262629,50.1637,0.131657,17.1774,-0.435387,3.13869,0.0903627,
0.273728,50.1637,0.152272,17.175,-0.417153,3.13496,0.088023,
0.284547,50.1638,0.172364,17.1727,-0.39938,3.13133,0.0857426,
0.295095,50.1639,0.191954,17.1704,-0.382052,3.12779,0.0835192,
0.305383,50.164,0.21106,17.1682,-0.365151,3.12434,0.0813507,
0.31542,50.164,0.229701,17.166,-0.348663,3.12097,0.0792351,
0.316579,50.1641,0.238396,17.1871,-0.351119,3.1265,0.0771705,
0.31771,50.1642,0.246885,17.2078,-0.353516,3.13189,0.075155,
0.318814,50.1642,0.255173,17.2279,-0.355857,3.13715,0.0731869,
0.319893,50.1643,0.263269,17.2476,-0.358143,3.14229,0.0712647,
0.320946,50.1643,0.271179,17.2668,-0.360377,3.14732,0.0693866,
0.321976,50.1644,0.278909,17.2856,-0.36256,3.15223,0.0675512,
0.322983,50.1645,0.286466,17.3039,-0.364694,3.15703,0.065757,
0.323968,50.1995,0.277136,17.3004,-0.36678,3.16172,0.0677773,
0.318366,50.2337,0.268012,17.297,-0.368821,3.16631,0.0697533,
0.312886,50.2672,0.259086,17.2937,-0.370817,3.1708,0.0716862,
0.307524,50.3,0.250351,17.2904,-0.372771,3.17519,0.0735776,
0.302276,50.3321,0.241803,17.2872,-0.374683,3.17949,0.0754288,
0.297139,50.3635,0.233435,17.2841,-0.376554,3.1837,0.077241,
0.292109,50.3942,0.225241,17.281,-0.378387,3.18782,0.0790154,
0.287182,50.4244,0.217216,17.278,-0.380182,3.19186,0.0807533,
0.295766,50.4218,0.224708,17.2707,-0.369972,3.19039,0.0774135,
0.304176,50.4192,0.232048,17.2635,-0.359968,3.18895,0.0741412,
0.312419,50.4167,0.239242,17.2565,-0.350165,3.18753,0.0709343,
0.320498,50.4143,0.246293,17.2496,-0.340556,3.18615,0.0677909,
0.328418,50.4119,0.253207,17.2429,-0.331135,3.18479,0.0647092,
0.336185,50.4095,0.259985,17.2363,-0.321897,3.18346,0.0616873,
0.343803,50.4072,0.266634,17.2298,-0.312837,3.18215,0.0587235,
0.351275,50.405,0.273156,17.2234,-0.303949,3.18087,0.0558162,
0.333811,50.4027,0.279555,17.2354,-0.306294,3.18808,0.0544205,
0.316673,50.4006,0.285834,17.2471,-0.308595,3.19515,0.0530509,
0.299852,50.3984,0.291997,17.2586,-0.310853,3.2021,0.0517066,
0.28334,50.3963,0.298047,17.2699,-0.31307,3.20891,0.050387,
0.267128,50.3943,0.303986,17.281,-0.315246,3.2156,0.0490914,
0.251208,50.3922,0.309819,17.2919,-0.317383,3.22217,0.0478191,
0.235573,50.3903,0.315548,17.3026,-0.319483,3.22863,0.0465696,
0.220214,50.3883,0.30786,17.2998,-0.325437,3.2332,0.0483485,
0.216653,50.4089,0.300307,17.2971,-0.331286,3.2377,0.0500962,
0.213153,50.4291,0.292885,17.2945,-0.337034,3.24211,0.0518135,
0.209714,50.4489,0.285591,17.2918,-0.342683,3.24645,0.0535012,
0.206334,50.4685,0.278422,17.2893,-0.348235,3.25072,0.0551601,
0.203011,50.4877,0.271375,17.2867,-0.353694,3.25491,0.0567908,
0.199744,50.5065,0.264446,17.2842,-0.35906,3.25904,0.0583941,
0.207483,50.5095,0.27017,17.2818,-0.350898,3.25866,0.0571398,
0.215094,50.5125,0.275801,17.2794,-0.342871,3.25829,0.0559061,
0.22258,50.5154,0.281339,17.277,-0.334976,3.25792,0.0546927,
0.229945,50.5183,0.286786,17.2747,-0.327209,3.25756,0.0534991,
0.23719,50.5211,0.292146,17.2724,-0.319567,3.25721,0.0523246,
0.24432,50.5239,0.297421,17.2701,-0.312047,3.25686,0.051169,
0.251337,50.5267,0.302611,17.2679,-0.304647,3.25652,0.0500317,
0.258243,50.5294,0.30772,17.2657,-0.297364,3.25619,0.0489123,
0.249173,50.532,0.312749,17.2786,-0.296494,3.25871,0.0478104,
0.240245,50.5346,0.3177,17.2913,-0.295637,3.2612,0.0467256,
0.231454,50.5372,0.322575,17.3039,-0.294793,3.26364,0.0456575,
0.222797,50.5397,0.327375,17.3162,-0.293962,3.26605,0.0446057,
0.214271,50.5422,0.332103,17.3283,-0.293144,3.26843,0.0435698,
0.205874,50.5447,0.33676,17.3403,-0.292338,3.27077,0.0425496,
0.197601,50.5471,0.341347,17.3521,-0.291545,3.27307,0.0415445,
0.189452,50.5633,0.334721,17.352,-0.296735,3.27534,0.0444433,
0.181422,50.5792,0.328192,17.352,-0.30185,3.27757,0.0472995,
0.173509,50.595,0.321758,17.352,-0.30689,3.27978,0.050114,
0.165711,50.6104,0.315418,17.3519,-0.311856,3.28195,0.0528877,
0.158025,50.6257,0.309169,17.3519,-0.316752,3.28409,0.0556215,
0.15045,50.6408,0.303009,17.3519,-0.321577,3.2862,0.0583163,
0.142981,50.6556,0.296937,17.3518,-0.326334,3.28828,0.0609728,
0.135618,50.6702,0.29095,17.3518,-0.331024,3.29033,0.0635919,
0.14256,50.6716,0.295569,17.3518,-0.321808,3.28723,0.0614231,
0.149407,50.673,0.300124,17.3517,-0.312719,3.28419,0.0592844,
0.156158,50.6743,0.304615,17.3517,-0.303757,3.28118,0.0571753,
0.162818,50.6757,0.309046,17.3517,-0.294917,3.27821,0.055095,
0.169386,50.677,0.313415,17.3517,-0.286197,3.27529,0.053043,
0.175866,50.6783,0.317726,17.3516,-0.277595,3.2724,0.0510188,
0.182259,50.6796,0.321979,17.3516,-0.269109,3.26955,0.0490217,
0.179805,50.6762,0.323787,17.362,-0.27393,3.27162,0.0480807,
0.177384,50.6728,0.325572,17.3724,-0.278687,3.27366,0.0471521,
0.174995,50.6695,0.327332,17.3825,-0.283382,3.27567,0.0462358,
0.172637,50.6662,0.32907,17.3926,-0.288016,3.27765,0.0453315,
0.17031,50.663,0.330785,17.4025,-0.292589,3.27961,0.0444389,
0.168012,50.6598,0.332478,17.4123,-0.297103,3.28155,0.0435578,
0.165744,50.6567,0.334149,17.4219,-0.30156,3.28346,0.042688,
0.163506,50.6536,0.335799,17.4315,-0.305959,3.28534,0.0418293,
0.161295,50.6505,0.337428,17.4409,-0.310303,3.2872,0.0409814,
0.159112,50.6673,0.329123,17.4381,-0.311826,3.29009,0.0434462,
0.156956,50.6838,0.320922,17.4353,-0.31333,3.29293,0.0458802,
0.154828,50.7002,0.312822,17.4325,-0.314816,3.29574,0.048284,
0.152725,50.7163,0.304823,17.4298,-0.316283,3.29852,0.0506581,
0.150648,50.7323,0.296921,17.4271,-0.317732,3.30126,0.053003,
0.148597,50.748,0.289117,17.4244,-0.319163,3.30397,0.0553194,
0.146571,50.7636,0.281406,17.4218,-0.320577,3.30665,0.0576077,
0.144568,50.779,0.273789,17.4192,-0.321974,3.30929,0.0598684,
0.14259,50.7942,0.266263,17.4166,-0.323355,3.31191,0.062102,
0.140636,50.8092,0.258826,17.4141,-0.324718,3.31449,0.0643091,
0.138704,50.824,0.251477,17.4116,-0.326066,3.31704,0.06649,
0.14804,50.8243,0.25138,17.4133,-0.320499,3.31643,0.065557,
0.157266,50.8245,0.251284,17.415,-0.314997,3.31583,0.0646348,
0.166386,50.8248,0.251189,17.4167,-0.309559,3.31524,0.0637234,
0.175399,50.825,0.251095,17.4183,-0.304183,3.31465,0.0628225,
0.18431,50.8253,0.251002,17.42,-0.29887,3.31407,0.061932,
0.193118,50.8255,0.250911,17.4216,-0.293617,3.3135,0.0610516,
0.201826,50.8258,0.25082,17.4232,-0.288424,3.31293,0.0601813,
0.192212,50.8221,0.252754,17.4317,-0.292401,3.31538,0.057576,
0.182705,50.8184,0.254667,17.44,-0.296333,3.31779,0.0549999,
0.173305,50.8148,0.256558,17.4483,-0.300221,3.32018,0.0524526,
0.164009,50.8112,0.258428,17.4565,-0.304066,3.32254,0.0499337,
0.154815,50.8077,0.260277,17.4645,-0.307868,3.32488,0.0474425,
0.145723,50.8042,0.262107,17.4725,-0.311629,3.32719,0.0449788,
0.13673,50.8007,0.263916,17.4804,-0.315348,3.32948,0.0425419,
0.127835,50.7973,0.265705,17.4883,-0.319027,3.33174,0.0401316,
0.12614,50.8039,0.258955,17.4856,-0.320289,3.33308,0.0422546,
0.124463,50.8106,0.252277,17.4829,-0.321537,3.3344,0.0443548,
0.122804,50.8171,0.245671,17.4803,-0.322772,3.33571,0.0464325,
0.121163,50.8236,0.239135,17.4777,-0.323994,3.33701,0.0484881,
0.119539,50.83,0.232669,17.4751,-0.325203,3.33829,0.0505219,
0.117932,50.8363,0.22627,17.4725,-0.326399,3.33956,0.0525344,
0.116342,50.8426,0.219938,17.47,-0.327583,3.34082,0.0545257,
0.128458,50.8391,0.223748,17.4694,-0.324555,3.33929,0.0529577,
0.140448,50.8356,0.227518,17.4687,-0.321558,3.33778,0.0514058,
0.152315,50.8322,0.23125,17.4681,-0.318592,3.33628,0.04987,
0.16406,50.8288,0.234943,17.4675,-0.315656,3.3348,0.0483499,
0.175685,50.8254,0.238599,17.4669,-0.312751,3.33334,0.0468453,
0.187192,50.8221,0.242217,17.4663,-0.309874,3.33189,0.045356,
0.198583,50.8188,0.245799,17.4657,-0.307027,3.33045,0.0438818,
