Joint Torque
1695869904431196, 91530.2,83.4447,4.30221,405.461,-1.07603,138.359,-0.0201188,
1695869904431363, 0.00109419,83.488,-0.304559,29.3902,-0.130996,3.71271,-0.000180201,
1695869904431450, 0.00180924,83.4292,-0.303684,29.3704,-0.131588,3.71007,-0.000388872,
1695869904432404, 0.00238417,83.3424,-0.302676,29.3407,-0.132296,3.70639,-0.000565904,
1695869904433417, 0.0035423,83.2286,-0.301453,29.3014,-0.132838,3.7016,-0.000770262,
1695869904434421, 0.00541061,83.0885,-0.29998,29.2529,-0.133357,3.69569,-0.00103753,
1695869904435375, 0.00782703,82.9227,-0.298272,29.1953,-0.133846,3.68875,-0.00134777,
1695869904436534, 0.0109861,82.7321,-0.296169,29.1292,-0.134209,3.68075,-0.00180158,
1695869904437438, 0.0147362,82.5172,-0.293849,29.0546,-0.134736,3.67175,-0.00237685,
1695869904438424, 0.0188473,82.2786,-0.291495,28.9719,-0.13538,3.66186,-0.00295014,
1695869904439397, 0.023588,82.0172,-0.288892,28.8813,-0.135901,3.65099,-0.00357588,
1695869904440415, 0.0290046,81.7334,-0.286168,28.783,-0.136495,3.63914,-0.00425245,
1695869904441418, 0.0349333,81.4278,-0.283541,28.6771,-0.137117,3.62642,-0.00488372,
1695869904442457, 0.041504,81.1014,-0.280756,28.5641,-0.137529,3.61281,-0.00552886,
1695869904443435, 0.0485512,80.7545,-0.27773,28.4442,-0.137921,3.59832,-0.00620545,
1695869904444473, 0.0557694,80.3876,-0.274638,28.3174,-0.138284,3.58303,-0.00689426,
1695869904445470, 0.0634408,80.0014,-0.271569,28.1839,-0.13848,3.56689,-0.00773292,
1695869904446569, 0.0714843,79.5963,-0.268701,28.0439,-0.138704,3.54994,-0.0087172,
1695869904447447, 0.0795996,79.1729,-0.26598,27.8974,-0.138903,3.53229,-0.0097229,
1695869904448397, 0.088201,78.7321,-0.263061,27.7447,-0.138939,3.51386,-0.0107673,
1695869904449447, 0.0972787,78.2741,-0.259871,27.5861,-0.139059,3.49466,-0.0118126,
1695869904450394, 0.106519,77.7995,-0.256505,27.4216,-0.139304,3.47479,-0.0128003,
1695869904451406, 0.116278,77.309,-0.252883,27.2514,-0.139472,3.45426,-0.0138479,
1695869904452403, 0.126468,76.8029,-0.249138,27.0756,-0.139703,3.43308,-0.0149752,
1695869904453420, 0.136718,76.2817,-0.245412,26.8942,-0.140047,3.41129,-0.0161035,
1695869904454492, 0.147383,75.7463,-0.241538,26.7078,-0.140319,3.38885,-0.0173305,
1695869904455372, 0.158591,75.197,-0.23764,26.5164,-0.140756,3.36588,-0.0186713,
1695869904456467, 0.170111,74.6343,-0.23376,26.32,-0.141439,3.34249,-0.0200207,
1695869904457394, 0.182146,74.0588,-0.229565,26.1191,-0.142084,3.31856,-0.0214143,
1695869904458368, 0.194612,73.4709,-0.225152,25.9138,-0.142796,3.29408,-0.0228105,
